Id,Response
2416,7
2420,8
2427,5
2434,8
2435,8
2441,8
2447,3
2452,5
2463,7
2467,8
2468,8
2470,5
2476,6
2483,1
2487,5
2492,8
2502,7
2504,5
2510,8
2511,3
2512,8
2517,7
2520,8
2521,8
2523,6
2524,5
2525,6
2526,4
2528,8
2530,4
2532,1
2536,5
2540,6
2541,5
2543,6
2549,7
2550,1
2556,4
2557,8
2559,7
2565,8
2566,8
2567,1
2568,7
2570,8
2573,8
2577,8
2578,5
2583,3
2586,5
2587,5
2588,8
2591,8
2597,8
2606,7
2607,8
2608,7
2611,1
2612,8
2613,7
2616,8
2621,7
2622,7
2634,8
2639,8
2642,1
2644,5
2650,2
2655,8
2664,6
2667,4
2670,4
2679,2
2681,5
2683,8
2685,8
2687,8
2696,3
2699,7
2712,2
2716,8
2720,8
2725,7
2726,8
2731,6
2733,8
2740,8
2742,6
2748,5
2749,8
2763,8
2771,8
2772,5
2773,6
2783,8
2784,8
2789,1
2796,3
2798,4
2799,8
2800,6
2802,8
2805,5
2809,7
2816,5
2817,6
2821,6
2822,8
2829,6
2832,4
2842,6
2844,6
2846,5
2851,4
2852,6
2853,8
2856,7
2862,3
2866,6
2868,3
2886,8
2892,5
2893,7
2898,8
2917,3
2923,3
2927,6
2930,8
2931,3
2935,7
2936,5
2961,1
2964,8
2967,7
2968,7
2970,8
2977,4
2978,5
2979,8
2985,4
2986,2
2989,7
2997,8
2999,8
3004,6
3008,6
3010,5
3020,8
3022,8
3024,7
3027,8
3032,8
3033,8
3048,3
3053,6
3056,8
3070,8
3071,5
3073,8
3080,7
3098,8
3099,4
3109,8
3110,7
3115,1
3121,8
3128,6
3132,4
3133,1
3141,8
3144,3
3145,5
3154,6
3159,7
3164,5
3168,1
3172,3
3176,5
3186,7
3193,5
3196,6
3199,4
3200,7
3209,8
3210,8
3214,6
3229,5
3230,7
3233,8
3242,1
3244,3
3249,6
3251,4
3253,1
3264,4
3271,2
3272,8
3274,7
3276,1
3280,4
3282,6
3285,8
3297,5
3298,8
3307,3
3309,7
3310,8
3312,5
3314,8
3315,4
3316,5
3319,5
3322,8
3327,6
3332,6
3334,8
3336,1
3338,6
3340,6
3343,3
3352,6
3353,7
3356,7
3357,8
3360,7
3365,8
3366,8
3367,8
3369,8
3374,3
3376,5
3381,8
3385,5
3386,7
3397,7
3403,5
3409,4
3414,8
3415,8
3423,8
3427,5
3428,8
3439,4
3441,8
3442,1
3447,5
3453,7
3456,5
3458,5
3459,5
3462,8
3464,8
3477,8
3480,4
3483,8
3490,5
3497,7
3498,7
3500,6
3504,6
3509,1
3510,8
3511,8
3525,3
3528,5
3529,1
3531,7
3532,8
3536,8
3537,3
3538,1
3547,3
3557,8
3572,8
3573,8
3588,6
3590,8
3597,8
3601,6
3602,7
3608,8
3611,6
3616,6
3619,7
3623,6
3638,3
3641,3
3643,8
3647,5
3648,7
3662,4
3663,8
3665,4
3679,7
3683,4
3692,7
3700,7
3705,5
3706,8
3711,8
3712,5
3716,3
3725,3
3727,8
3739,6
3740,5
3743,5
3744,1
3750,8
3751,5
3752,1
3753,5
3754,2
3761,8
3762,8
3764,3
3773,8
3774,4
3775,8
3776,8
3785,7
3788,8
3791,5
3792,7
3794,4
3797,7
3798,8
3807,4
3808,7
3810,6
3813,8
3815,8
3818,6
3820,4
3824,8
3832,7
3836,8
3837,4
3849,7
3853,4
3861,4
3862,5
3863,3
3867,3
3868,7
3871,8
3873,6
3874,8
3879,7
3881,8
3883,8
3887,4
3888,4
3889,4
3898,1
3901,8
3904,1
3905,7
3907,5
3911,5
3915,6
3917,5
3923,8
3925,1
3931,6
3934,8
3943,6
3946,5
3947,5
3949,4
3958,3
3959,7
3960,4
3969,7
3971,8
3973,8
3976,8
3979,7
3982,8
3992,8
3993,6
3995,8
3997,3
4002,8
4003,8
4006,8
4010,8
4011,6
4012,8
4019,8
4020,3
4026,4
4030,3
4033,5
4034,8
4038,3
4045,8
4046,8
4047,1
4048,8
4055,7
4061,8
4063,1
4066,8
4069,8
4076,8
4081,8
4086,8
4087,7
4094,8
4096,5
4105,5
4107,5
4110,5
4115,6
4128,6
4131,8
4136,1
4140,4
4141,5
4142,8
4146,7
4156,5
4159,8
4171,6
4174,1
4175,3
4180,8
4187,8
4191,3
4193,6
4197,7
4201,6
4203,3
4205,8
4206,5
4209,7
4213,8
4215,5
4220,8
4223,8
4225,6
4234,1
4241,4
4244,6
4247,5
4254,4
4255,4
4262,3
4263,8
4266,6
4269,8
4270,2
4271,4
4274,7
4279,6
4286,3
4287,4
4288,7
4290,1
4294,8
4296,6
4299,5
4302,8
4316,8
4320,5
4321,6
4324,3
4325,1
4326,7
4332,8
4334,8
4343,8
4348,7
4350,6
4353,6
4356,8
4361,7
4367,3
4369,8
4371,7
4373,4
4374,1
4376,8
4393,4
4394,5
4397,2
4398,8
4404,8
4410,5
4411,3
4412,8
4414,2
4415,8
4418,4
4420,8
4426,5
4427,7
4430,2
4431,4
4435,8
4437,5
4438,8
4458,4
4461,3
4462,5
4464,4
4482,8
4484,6
4489,5
4494,8
4496,7
4503,6
4508,3
4515,5
4516,8
4517,7
4518,6
4524,6
4525,3
4527,8
4529,8
4535,4
4538,2
4544,7
4545,4
4550,3
4551,6
4554,7
4563,7
4565,8
4573,5
4576,8
4578,8
4587,7
4590,3
4597,3
4600,8
4608,8
4612,5
4615,8
4616,7
4618,7
4620,3
4622,5
4624,8
4628,6
4631,8
4633,8
4646,4
4648,1
4655,7
4669,8
4673,5
4677,7
4680,8
4683,2
4691,2
4694,8
4697,8
4698,1
4704,8
4711,5
4713,5
4716,5
4724,6
4727,8
4730,7
4731,7
4732,5
4741,3
4742,8
4743,7
4753,7
4758,8
4762,1
4765,4
4782,2
4787,8
4788,8
4789,1
4790,8
4792,8
4797,6
4805,3
4806,8
4809,7
4814,8
4823,8
4825,2
4830,4
4832,4
4833,1
4840,3
4841,8
4844,7
4845,8
4849,6
4858,6
4870,7
4875,7
4877,8
4882,8
4891,4
4900,4
4905,8
4907,6
4908,8
4923,5
4924,7
4925,8
4927,4
4933,6
4935,8
4941,3
4944,8
4946,3
4953,8
4956,2
4968,4
4985,1
4989,8
4995,1
5005,5
5010,2
5016,8
5018,8
5029,6
5031,3
5037,5
5039,6
5041,4
5043,5
5052,7
5055,6
5059,6
5063,8
5067,8
5070,5
5072,5
5073,5
5079,8
5086,5
5093,6
5094,1
5098,8
5101,8
5108,2
5112,7
5113,8
5119,8
5120,5
5121,6
5126,8
5127,8
5128,8
5131,5
5137,5
5146,7
5148,4
5150,5
5159,8
5160,6
5163,3
5170,6
5177,5
5179,6
5185,7
5188,8
5190,5
5191,6
5192,6
5195,3
5198,7
5208,5
5214,8
5215,8
5219,4
5220,8
5223,4
5224,3
5225,8
5227,3
5229,8
5231,2
5236,4
5237,5
5238,6
5240,6
5248,8
5252,8
5256,5
5269,8
5270,6
5272,8
5275,8
5276,5
5279,8
5280,3
5281,8
5291,5
5292,6
5294,1
5296,8
5302,8
5307,8
5312,8
5313,5
5314,8
5315,5
5316,6
5317,7
5318,5
5321,5
5322,8
5323,5
5324,8
5334,6
5343,3
5344,2
5345,6
5355,1
5364,6
5369,8
5371,8
5380,8
5385,1
5392,6
5395,7
5396,8
5398,8
5400,8
5402,8
5411,7
5412,2
5414,7
5417,6
5424,8
5427,8
5428,7
5430,4
5432,5
5438,3
5448,8
5459,5
5460,7
5461,5
5463,1
5477,2
5479,7
5481,7
5482,7
5491,4
5493,7
5506,6
5507,2
5517,6
5532,8
5533,5
5534,8
5541,8
5542,3
5548,1
5551,3
5553,4
5554,8
5565,6
5574,7
5575,8
5576,1
5583,3
5584,1
5586,1
5587,4
5588,8
5596,8
5597,8
5601,8
5603,7
5613,5
5614,8
5618,7
5619,8
5621,8
5622,8
5627,8
5628,4
5630,8
5633,2
5639,7
5643,7
5649,8
5653,7
5655,5
5664,1
5667,3
5670,8
5674,1
5678,8
5680,3
5687,3
5692,6
5694,6
5697,8
5701,5
5704,8
5710,6
5711,3
5716,2
5724,8
5725,4
5726,5
5727,7
5731,6
5749,4
5751,8
5755,4
5756,8
5761,8
5767,4
5768,5
5770,8
5772,8
5773,5
5775,8
5776,8
5784,1
5792,1
5793,5
5794,8
5797,6
5799,7
5800,8
5805,5
5809,8
5813,2
5817,8
5824,7
5829,5
5832,3
5835,2
5837,2
5847,8
5854,7
5857,3
5860,8
5872,3
5874,8
5876,3
5880,7
5882,8
5891,3
5892,1
5906,8
5922,8
5923,6
5927,5
5929,7
5941,3
5942,5
5945,8
5947,7
5950,8
5951,7
5952,5
5960,8
5965,6
5967,7
5974,8
5977,2
5984,1
5987,8
5991,4
5996,5
5997,8
6002,1
6005,4
6008,8
6009,3
6014,5
6027,6
6030,3
6033,8
6034,5
6035,6
6043,8
6046,4
6047,6
6048,8
6070,5
6071,6
6085,1
6090,7
6091,7
6092,6
6098,7
6106,8
6108,8
6111,3
6115,8
6117,1
6121,3
6124,6
6126,7
6129,6
6131,8
6141,7
6142,1
6143,3
6144,4
6147,6
6148,5
6155,7
6158,4
6159,1
6162,8
6166,8
6172,3
6177,1
6178,8
6181,5
6182,8
6185,6
6191,8
6195,8
6204,6
6205,7
6211,7
6212,8
6219,6
6220,6
6223,3
6226,8
6239,6
6243,8
6249,1
6252,8
6255,3
6260,3
6261,8
6263,4
6264,5
6270,1
6271,7
6272,5
6274,6
6277,1
6280,8
6284,5
6286,5
6288,5
6290,8
6293,4
6299,6
6301,8
6304,1
6306,4
6308,7
6309,6
6312,8
6321,5
6322,3
6331,4
6335,7
6340,8
6343,8
6344,3
6347,5
6348,4
6349,8
6350,7
6354,8
6355,3
6362,5
6367,7
6372,7
6375,8
6379,1
6384,2
6386,8
6390,5
6396,5
6401,2
6403,5
6408,4
6410,5
6420,8
6430,8
6436,8
6440,8
6442,8
6443,8
6444,3
6459,8
6466,5
6469,6
6474,8
6475,1
6476,1
6490,2
6491,3
6496,1
6497,7
6498,4
6499,7
6501,4
6514,1
6515,7
6524,8
6526,1
6532,8
6537,5
6538,6
6541,3
6546,4
6551,1
6554,4
6557,3
6560,4
6565,5
6566,5
6578,4
6582,8
6587,6
6593,7
6596,8
6611,8
6615,7
6620,8
6626,6
6627,6
6628,8
6635,6
6639,6
6641,5
6645,3
6660,8
6663,8
6669,7
6674,3
6682,7
6685,4
6687,8
6692,6
6695,8
6696,3
6699,4
6700,7
6701,7
6705,1
6707,3
6709,7
6711,8
6714,3
6722,5
6723,8
6724,7
6726,4
6733,7
6734,7
6735,8
6736,4
6738,5
6741,8
6746,6
6754,8
6758,3
6763,1
6764,5
6768,7
6778,1
6784,7
6785,5
6787,7
6806,4
6825,1
6830,1
6831,6
6832,4
6833,4
6835,2
6842,8
6843,3
6853,6
6859,5
6860,3
6862,6
6867,1
6868,7
6885,7
6888,3
6889,6
6897,1
6898,1
6900,8
6902,3
6903,2
6907,1
6909,1
6911,1
6925,8
6930,3
6931,3
6933,3
6937,5
6941,3
6948,7
6950,8
6956,8
6957,8
6960,8
6962,4
6969,1
6971,4
6973,1
6980,8
6983,3
6985,3
6999,8
7005,8
7006,8
7007,5
7012,5
7013,8
7016,4
7017,8
7020,5
7024,5
7026,1
7027,1
7029,6
7032,3
7034,8
7044,8
7054,1
7057,7
7058,6
7060,6
7065,5
7069,6
7071,8
7076,1
7077,5
7081,1
7082,3
7093,8
7095,3
7098,3
7099,1
7105,2
7106,5
7122,7
7129,8
7130,7
7135,8
7136,3
7137,2
7138,8
7141,6
7143,5
7159,8
7162,8
7165,3
7169,5
7171,5
7172,7
7175,7
7178,5
7182,5
7190,8
7194,5
7196,6
7205,8
7207,7
7210,8
7211,6
7216,8
7219,2
7222,6
7224,8
7234,3
7237,6
7242,4
7246,7
7247,1
7251,7
7252,4
7257,5
7276,5
7281,7
7286,8
7287,8
7295,6
7297,7
7300,7
7307,8
7308,2
7310,4
7315,1
7317,6
7318,8
7322,5
7325,7
7326,8
7332,5
7342,8
7345,8
7347,6
7349,8
7352,5
7353,2
7354,8
7370,8
7392,7
7394,7
7396,6
7397,6
7400,7
7402,1
7406,8
7409,8
7410,8
7412,6
7414,1
7419,8
7420,5
7421,8
7424,7
7428,5
7431,8
7435,8
7437,8
7445,5
7449,5
7456,8
7458,8
7459,3
7463,1
7464,6
7465,8
7467,8
7471,4
7472,4
7485,3
7494,2
7505,8
7511,8
7512,7
7513,2
7514,1
7515,6
7523,2
7530,7
7531,8
7536,8
7538,8
7542,4
7543,8
7549,6
7557,7
7559,7
7560,8
7563,6
7564,8
7567,8
7572,6
7575,3
7588,5
7595,3
7596,8
7602,5
7609,6
7612,8
7613,3
7621,4
7622,8
7624,7
7625,6
7629,8
7632,8
7634,5
7636,8
7637,1
7638,4
7640,2
7643,8
7648,8
7653,5
7654,8
7662,6
7671,8
7674,7
7682,4
7683,8
7686,5
7690,6
7692,8
7694,8
7695,3
7700,4
7714,6
7715,7
7721,8
7728,7
7737,3
7739,4
7745,2
7747,5
7761,8
7762,8
7763,7
7770,3
7771,5
7774,8
7776,3
7779,4
7793,5
7795,8
7796,8
7800,8
7803,8
7808,6
7811,8
7812,6
7813,4
7814,5
7818,1
7826,8
7827,8
7831,8
7834,6
7837,3
7841,8
7842,8
7843,3
7844,8
7851,8
7854,8
7856,8
7859,7
7866,5
7869,8
7870,6
7872,1
7886,5
7892,7
7893,6
7908,7
7910,8
7914,7
7919,6
7922,6
7930,3
7932,5
7947,1
7949,5
7950,8
7952,5
7953,5
7955,8
7960,5
7961,4
7962,7
7963,8
7967,1
7968,8
7975,3
7977,5
7980,8
7985,5
7987,7
7994,1
7995,8
7999,7
8005,8
8007,8
8009,8
8014,7
8017,5
8018,7
8024,7
8025,6
8026,5
8029,1
8031,8
8035,5
8049,4
8058,2
8060,7
8061,6
8070,6
8071,8
8072,5
8073,5
8075,4
8076,3
8081,5
8082,6
8090,6
8094,6
8097,5
8107,5
8112,5
8115,5
8120,5
8123,5
8128,6
8129,8
8133,7
8138,8
8142,4
8143,8
8145,6
8146,6
8147,5
8151,4
8153,8
8163,1
8167,8
8168,6
8169,6
8172,3
8178,2
8184,7
8185,5
8186,5
8187,6
8191,4
8196,4
8205,5
8206,8
8216,1
8218,6
8219,8
8227,7
8228,7
8230,7
8231,5
8234,8
8241,8
8242,7
8245,8
8246,8
8251,6
8254,6
8262,4
8269,8
8277,8
8286,4
8287,7
8288,4
8289,5
8292,6
8293,3
8294,2
8296,7
8306,1
8307,1
8314,5
8317,3
8320,7
8326,8
8329,6
8330,5
8331,4
8343,4
8350,4
8352,2
8354,3
8355,3
8356,5
8357,1
8364,7
8370,2
8381,3
8382,6
8383,8
8386,6
8389,6
8390,3
8393,7
8399,8
8400,5
8403,6
8404,1
8405,8
8409,5
8413,8
8417,6
8418,5
8423,6
8427,5
8431,8
8432,8
8434,8
8437,8
8447,5
8449,8
8457,3
8459,5
8461,3
8466,3
8467,8
8469,8
8479,5
8481,8
8493,6
8496,7
8501,6
8502,7
8508,5
8509,8
8514,7
8518,3
8519,7
8527,8
8530,8
8537,5
8539,6
8542,5
8547,7
8550,6
8554,5
8556,5
8560,8
8566,6
8569,7
8571,8
8572,6
8575,6
8580,5
8584,4
8585,8
8587,4
8593,7
8595,6
8597,3
8598,8
8599,5
8601,8
8607,3
8612,7
8621,8
8625,4
8630,8
8631,6
8633,6
8644,6
8650,2
8652,8
8656,8
8657,8
8659,7
8660,8
8665,5
8667,1
8668,4
8670,7
8682,8
8690,5
8692,7
8698,8
8702,5
8710,4
8713,8
8714,8
8715,6
8718,5
8719,5
8722,8
8737,7
8738,8
8739,8
8740,1
8745,6
8750,8
8754,1
8757,7
8762,1
8769,8
8773,8
8782,5
8790,5
8804,3
8815,7
8818,3
8819,7
8828,4
8831,7
8838,7
8841,4
8847,3
8849,1
8857,3
8860,1
8861,6
8875,7
8884,4
8889,7
8891,8
8893,8
8894,5
8897,8
8909,5
8928,7
8932,3
8933,3
8934,8
8938,8
8943,3
8946,6
8951,1
8953,4
8959,1
8960,4
8963,7
8968,8
8972,8
8973,3
8977,4
8978,5
8980,8
8984,1
8987,8
8989,7
8995,8
8996,8
9001,4
9003,1
9005,4
9007,6
9009,5
9012,7
9015,8
9024,7
9031,7
9032,6
9035,6
9053,8
9060,4
9067,5
9068,8
9077,5
9080,8
9084,8
9087,5
9090,3
9095,5
9098,4
9101,8
9108,8
9112,3
9113,7
9117,6
9123,8
9124,8
9127,7
9130,5
9132,5
9136,6
9138,8
9142,8
9143,5
9145,8
9146,5
9148,8
9151,3
9154,8
9158,6
9163,6
9169,3
9171,8
9176,4
9181,6
9185,7
9187,7
9188,8
9190,8
9204,8
9205,7
9207,5
9213,8
9220,6
9221,6
9224,5
9225,8
9227,8
9232,7
9234,8
9237,7
9238,8
9240,3
9248,6
9253,8
9254,8
9257,5
9264,4
9267,5
9269,8
9271,6
9272,7
9276,6
9278,4
9280,8
9281,8
9286,1
9288,7
9290,6
9291,8
9293,6
9294,8
9295,7
9298,8
9303,2
9304,8
9307,8
9309,8
9314,4
9315,4
9317,7
9318,8
9319,5
9320,5
9326,7
9331,1
9339,4
9342,5
9349,2
9353,2
9359,8
9362,2
9366,8
9376,3
9384,5
9386,7
9390,6
9396,4
9399,5
9402,4
9415,3
9420,5
9421,6
9422,5
9425,4
9428,8
9440,6
9441,4
9443,5
9451,7
9456,1
9457,3
9459,7
9465,4
9475,8
9483,1
9485,8
9488,8
9492,4
9494,3
9495,3
9498,6
9502,5
9506,5
9509,6
9512,8
9516,8
9520,8
9524,2
9531,1
9532,8
9538,6
9547,6
9549,3
9550,3
9552,8
9555,8
9563,8
9565,8
9574,6
9586,5
9587,8
9593,8
9594,5
9597,8
9600,2
9603,8
9607,8
9608,4
9609,2
9610,8
9612,8
9613,6
9618,4
9619,8
9621,5
9625,2
9638,8
9644,6
9650,1
9652,2
9654,8
9660,8
9665,7
9666,6
9668,6
9672,8
9674,8
9677,1
9683,5
9689,8
9690,6
9691,5
9701,8
9709,8
9712,8
9713,5
9714,6
9717,8
9720,5
9726,8
9729,5
9730,5
9741,8
9747,6
9763,8
9765,7
9771,8
9774,8
9777,4
9779,6
9783,2
9784,8
9791,8
9802,4
9810,3
9818,6
9820,8
9822,8
9825,5
9829,8
9832,7
9839,6
9846,8
9847,7
9852,4
9854,5
9855,2
9857,5
9860,3
9863,8
9866,4
9867,8
9869,8
9875,7
9879,1
9880,8
9885,4
9889,8
9890,5
9898,8
9900,2
9901,3
9917,8
9927,1
9928,5
9933,4
9937,3
9939,8
9940,1
9942,2
9945,8
9946,7
9950,8
9953,3
9954,3
9961,5
9975,7
9980,3
9983,8
9988,3
9989,5
9990,1
9991,7
9993,4
10000,4
10007,8
10010,8
10013,6
10019,7
10024,8
10026,4
10034,8
10037,6
10038,2
10045,5
10046,8
10056,7
10060,8
10062,8
10067,4
10070,3
10073,4
10074,8
10082,4
10086,8
10092,8
10096,8
10110,7
10111,5
10113,8
10115,4
10116,8
10117,7
10132,8
10135,5
10136,8
10144,5
10147,6
10154,7
10162,7
10164,7
10166,3
10167,7
10179,8
10184,8
10192,1
10203,4
10206,3
10215,7
10217,8
10222,7
10227,4
10231,8
10232,6
10236,6
10238,4
10248,5
10252,2
10262,8
10273,5
10288,7
10289,5
10290,5
10291,8
10292,6
10296,2
10302,5
10304,4
10311,6
10312,5
10313,3
10316,4
10318,7
10319,3
10320,6
10324,1
10325,8
10329,1
10330,7
10332,3
10333,5
10344,7
10348,8
10349,3
10352,3
10353,8
10354,8
10356,8
10357,8
10360,6
10362,8
10367,4
10369,8
10370,8
10372,2
10376,8
10377,7
10379,8
10384,8
10388,5
10391,8
10395,8
10403,5
10405,5
10407,5
10411,8
10417,8
10418,7
10420,8
10422,3
10426,4
10447,6
10449,4
10450,5
10453,8
10455,2
10457,5
10458,1
10461,3
10463,4
10467,8
10470,5
10475,6
10482,8
10485,5
10495,6
10501,8
10504,6
10510,8
10513,1
10517,3
10525,1
10530,5
10536,8
10537,7
10540,4
10550,8
10551,4
10552,8
10557,8
10560,4
10562,3
10563,4
10566,1
10568,7
10578,6
10580,1
10587,8
10597,4
10599,8
10606,5
10608,8
10610,4
10614,1
10615,8
10617,8
10625,3
10629,8
10633,1
10636,5
10637,7
10640,8
10649,7
10653,7
10654,8
10656,2
10660,8
10662,5
10667,3
10669,7
10671,5
10672,8
10676,6
10677,8
10680,8
10681,1
10690,8
10702,7
10703,2
10706,8
10708,6
10710,6
10713,8
10718,4
10720,5
10724,2
10726,8
10732,8
10735,5
10739,8
10742,6
10746,4
10747,5
10748,8
10752,8
10754,8
10758,7
10766,8
10768,8
10771,7
10772,8
10781,1
10782,1
10786,8
10788,8
10789,3
10796,1
10798,8
10802,4
10804,5
10812,8
10824,6
10826,5
10833,8
10837,1
10840,1
10841,7
10842,7
10846,3
10848,8
10849,6
10850,8
10853,5
10855,8
10856,6
10858,6
10861,6
10867,6
10883,1
10890,6
10892,7
10893,8
10896,3
10897,1
10901,7
10907,6
10909,8
10910,1
10913,7
10921,8
10926,8
10929,8
10933,1
10936,8
10938,3
10940,5
10941,6
10942,6
10947,5
10949,4
10951,3
10952,5
10955,4
10977,7
10978,5
10979,4
10980,1
10993,1
10995,8
11000,5
11002,8
11008,5
11009,3
11017,8
11023,7
11026,7
11027,5
11036,6
11041,7
11050,7
11075,8
11077,3
11088,4
11090,6
11092,8
11097,1
11101,7
11110,5
11112,1
11113,7
11123,7
11124,4
11126,1
11135,5
11136,3
11139,6
11146,8
11159,8
11166,8
11173,1
11174,4
11177,5
11178,6
11180,7
11188,4
11189,5
11190,3
11192,6
11203,5
11206,1
11209,6
11215,8
11224,8
11225,1
11227,4
11231,4
11242,7
11245,7
11246,6
11249,4
11251,8
11253,8
11255,8
11257,5
11258,7
11265,3
11268,1
11270,8
11272,2
11277,3
11278,7
11282,6
11285,2
11288,6
11293,1
11295,3
11296,1
11301,8
11311,5
11317,3
11320,5
11323,8
11325,5
11331,8
11332,5
11342,3
11345,6
11350,5
11356,1
11357,5
11383,6
11386,8
11387,5
11388,8
11390,2
11392,8
11394,4
11406,6
11410,5
11412,8
11417,5
11418,6
11423,5
11424,6
